run_position,sample_id,track_c_status,track_d_set,same_plan_status,same_plan_execution_status,same_plan_success,same_plan_progress_score,same_plan_elapsed_s,case_dir,updated_at
201,CommenSence/select_chemistry_tube_common_sense/example91,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,28.798076629638672,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example91,2026-05-27 15:13:19
208,CommenSence/select_chemistry_tube_common_sense/example99,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,27.48109745979309,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example99,2026-05-27 15:13:48
209,CommenSence/select_drink_common_sense/example0,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.68052005767822,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example0,2026-05-27 15:14:24
210,CommenSence/select_drink_common_sense/example1,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.72739315032959,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example1,2026-05-27 15:14:59
211,CommenSence/select_drink_common_sense/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,33.90730857849121,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example3,2026-05-27 15:15:34
213,CommenSence/select_drink_common_sense/example11,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,31.921595335006714,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example11,2026-05-27 15:16:08
218,CommenSence/select_drink_common_sense/example31,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,33.418084144592285,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example31,2026-05-27 15:16:43
221,CommenSence/select_drink_common_sense/example37,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.21318960189819,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example37,2026-05-27 15:17:18
235,CommenSence/select_drink_common_sense/example60,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,29.975128173828125,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example60,2026-05-27 15:17:49
237,CommenSence/select_drink_common_sense/example67,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.17839598655701,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example67,2026-05-27 15:18:27
243,CommenSence/select_drink_common_sense/example81,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,31.519630908966064,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example81,2026-05-27 15:19:00
245,CommenSence/select_drink_common_sense/example87,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.738497734069824,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example87,2026-05-27 15:19:36
248,CommenSence/select_drink_common_sense/example95,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.02783823013306,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example95,2026-05-27 15:20:12
249,CommenSence/select_drink_common_sense/example96,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.94292879104614,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example96,2026-05-27 15:20:47
253,CommenSence/select_fruit_common_sense/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,39.32183122634888,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example3,2026-05-27 15:21:28
255,CommenSence/select_fruit_common_sense/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,40.2581844329834,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example5,2026-05-27 15:22:10
258,CommenSence/select_fruit_common_sense/example8,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,41.47458863258362,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example8,2026-05-27 15:22:53
273,CommenSence/select_fruit_common_sense/example23,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,39.865429639816284,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example23,2026-05-27 15:23:34
279,CommenSence/select_fruit_common_sense/example30,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,40.18731999397278,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example30,2026-05-27 15:24:16
281,CommenSence/select_fruit_common_sense/example32,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,41.814945697784424,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example32,2026-05-27 15:24:59
282,CommenSence/select_fruit_common_sense/example35,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,43.15304112434387,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example35,2026-05-27 15:25:44
287,CommenSence/select_fruit_common_sense/example39,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,43.062602281570435,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example39,2026-05-27 15:26:29
290,CommenSence/select_fruit_common_sense/example42,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.83573317527771,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example42,2026-05-27 15:27:07
294,CommenSence/select_fruit_common_sense/example47,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,42.87312889099121,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example47,2026-05-27 15:27:51
297,CommenSence/select_fruit_common_sense/example50,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,39.945937156677246,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example50,2026-05-27 15:28:33
298,CommenSence/select_fruit_common_sense/example51,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,45.98276424407959,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example51,2026-05-27 15:29:21
299,CommenSence/select_fruit_common_sense/example52,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,44.4955792427063,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example52,2026-05-27 15:30:07
304,CommenSence/select_fruit_common_sense/example57,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,41.133955001831055,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example57,2026-05-27 15:30:49
305,CommenSence/select_fruit_common_sense/example58,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,46.30054783821106,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example58,2026-05-27 15:31:37
314,CommenSence/select_fruit_common_sense/example67,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,35.61524939537048,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example67,2026-05-27 15:32:14
325,CommenSence/select_fruit_common_sense/example79,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,44.73228907585144,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example79,2026-05-27 15:33:01
326,CommenSence/select_fruit_common_sense/example78,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,37.70248031616211,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example78,2026-05-27 15:33:40
336,CommenSence/select_fruit_common_sense/example88,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,38.83223366737366,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example88,2026-05-27 15:34:20
340,CommenSence/select_fruit_common_sense/example93,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,37.89539051055908,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example93,2026-05-27 15:35:00
341,CommenSence/select_fruit_common_sense/example95,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,37.49573826789856,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example95,2026-05-27 15:35:39
344,CommenSence/select_fruit_common_sense/example97,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,48.09894871711731,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example97,2026-05-27 15:36:28
346,CommenSence/select_fruit_common_sense/example98,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,42.9416229724884,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example98,2026-05-27 15:37:13
347,CommenSence/select_nth_largest_poker/example0,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.5568482875824,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example0,2026-05-27 15:37:51
349,CommenSence/select_nth_largest_poker/example2,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example2,2026-05-27 15:37:51
350,CommenSence/select_nth_largest_poker/example3,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example3,2026-05-27 15:37:51
351,CommenSence/select_nth_largest_poker/example4,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,41.927937030792236,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example4,2026-05-27 15:38:35
352,CommenSence/select_nth_largest_poker/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,39.36367344856262,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example5,2026-05-27 15:39:16
353,CommenSence/select_nth_largest_poker/example6,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example6,2026-05-27 15:39:16
355,CommenSence/select_nth_largest_poker/example9,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,39.593404054641724,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example9,2026-05-27 15:39:57
356,CommenSence/select_nth_largest_poker/example8,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example8,2026-05-27 15:39:57
358,CommenSence/select_nth_largest_poker/example10,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example10,2026-05-27 15:39:57
360,CommenSence/select_nth_largest_poker/example13,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.6467080116272,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example13,2026-05-27 15:40:35
361,CommenSence/select_nth_largest_poker/example14,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.786927461624146,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example14,2026-05-27 15:41:14
362,CommenSence/select_nth_largest_poker/example15,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.384968519210815,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example15,2026-05-27 15:41:53
