run_position,sample_id,track_c_status,track_d_set,replan_R3_status,replan_R3_execution_status,replan_R3_success,replan_R3_progress_score,replan_R3_elapsed_s,case_dir,updated_at
209,CommenSence/select_drink_common_sense/example0,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example0,2026-05-28 17:45:35
210,CommenSence/select_drink_common_sense/example1,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example1,2026-05-28 17:45:35
211,CommenSence/select_drink_common_sense/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,34.19024324417114,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example3,2026-05-28 17:46:11
213,CommenSence/select_drink_common_sense/example11,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example11,2026-05-28 17:46:11
218,CommenSence/select_drink_common_sense/example31,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,39.08915972709656,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example31,2026-05-28 17:46:52
221,CommenSence/select_drink_common_sense/example37,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example37,2026-05-28 17:46:52
235,CommenSence/select_drink_common_sense/example60,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,37.69921135902405,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example60,2026-05-28 17:47:31
237,CommenSence/select_drink_common_sense/example67,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example67,2026-05-28 17:47:31
243,CommenSence/select_drink_common_sense/example81,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,37.430150270462036,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example81,2026-05-28 17:48:11
245,CommenSence/select_drink_common_sense/example87,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example87,2026-05-28 17:48:11
248,CommenSence/select_drink_common_sense/example95,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example95,2026-05-28 17:48:11
249,CommenSence/select_drink_common_sense/example96,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example96,2026-05-28 17:48:11
253,CommenSence/select_fruit_common_sense/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,48.726109743118286,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example3,2026-05-28 17:49:01
255,CommenSence/select_fruit_common_sense/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,67.91118502616882,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example5,2026-05-28 17:50:11
258,CommenSence/select_fruit_common_sense/example8,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,54.128676414489746,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example8,2026-05-28 17:51:07
273,CommenSence/select_fruit_common_sense/example23,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,47.25611877441406,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example23,2026-05-28 17:51:57
279,CommenSence/select_fruit_common_sense/example30,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,46.19045543670654,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example30,2026-05-28 17:52:45
281,CommenSence/select_fruit_common_sense/example32,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,51.78835725784302,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example32,2026-05-28 17:53:39
282,CommenSence/select_fruit_common_sense/example35,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,51.8005805015564,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example35,2026-05-28 17:54:32
287,CommenSence/select_fruit_common_sense/example39,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,44.89007306098938,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example39,2026-05-28 17:55:19
290,CommenSence/select_fruit_common_sense/example42,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,48.91602110862732,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example42,2026-05-28 17:56:10
294,CommenSence/select_fruit_common_sense/example47,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,49.17684245109558,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example47,2026-05-28 17:57:01
297,CommenSence/select_fruit_common_sense/example50,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,44.03247690200806,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example50,2026-05-28 17:57:47
298,CommenSence/select_fruit_common_sense/example51,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,55.11626052856445,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example51,2026-05-28 17:58:44
299,CommenSence/select_fruit_common_sense/example52,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,48.07135462760925,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example52,2026-05-28 17:59:34
304,CommenSence/select_fruit_common_sense/example57,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,38.213008880615234,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example57,2026-05-28 18:00:14
305,CommenSence/select_fruit_common_sense/example58,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,52.941720962524414,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example58,2026-05-28 18:01:09
314,CommenSence/select_fruit_common_sense/example67,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,48.42621660232544,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example67,2026-05-28 18:02:00
325,CommenSence/select_fruit_common_sense/example79,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,46.49636363983154,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example79,2026-05-28 18:02:48
326,CommenSence/select_fruit_common_sense/example78,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,48.8958785533905,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example78,2026-05-28 18:03:39
336,CommenSence/select_fruit_common_sense/example88,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,47.30900025367737,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example88,2026-05-28 18:04:28
340,CommenSence/select_fruit_common_sense/example93,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,56.115243911743164,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example93,2026-05-28 18:05:27
341,CommenSence/select_fruit_common_sense/example95,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example95,2026-05-28 18:05:27
344,CommenSence/select_fruit_common_sense/example97,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,41.06206130981445,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example97,2026-05-28 18:06:10
346,CommenSence/select_fruit_common_sense/example98,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,53.34545040130615,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example98,2026-05-28 18:07:05
347,CommenSence/select_nth_largest_poker/example0,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,48.40726041793823,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example0,2026-05-28 18:07:55
349,CommenSence/select_nth_largest_poker/example2,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example2,2026-05-28 18:07:55
350,CommenSence/select_nth_largest_poker/example3,C2_qwen_conversion_failure,secondary_diagnostic,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,52.231635093688965,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example3,2026-05-28 18:08:50
351,CommenSence/select_nth_largest_poker/example4,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,44.31248116493225,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example4,2026-05-28 18:09:36
352,CommenSence/select_nth_largest_poker/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,49.11411499977112,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example5,2026-05-28 18:10:27
353,CommenSence/select_nth_largest_poker/example6,C2_qwen_conversion_failure,secondary_diagnostic,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,51.56795406341553,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example6,2026-05-28 18:11:21
355,CommenSence/select_nth_largest_poker/example9,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example9,2026-05-28 18:11:21
356,CommenSence/select_nth_largest_poker/example8,C2_qwen_conversion_failure,secondary_diagnostic,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,55.89536476135254,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example8,2026-05-28 18:12:19
358,CommenSence/select_nth_largest_poker/example10,C2_qwen_conversion_failure,secondary_diagnostic,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,53.64426040649414,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example10,2026-05-28 18:13:14
360,CommenSence/select_nth_largest_poker/example13,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,45.42402195930481,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example13,2026-05-28 18:14:02
361,CommenSence/select_nth_largest_poker/example14,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,48.88962268829346,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example14,2026-05-28 18:14:53
362,CommenSence/select_nth_largest_poker/example15,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,44.70272445678711,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example15,2026-05-28 18:15:39
363,CommenSence/select_nth_largest_poker/example17,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,40.50105667114258,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example17,2026-05-28 18:16:22
364,CommenSence/select_nth_largest_poker/example16,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,39.26091551780701,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example16,2026-05-28 18:17:03
365,CommenSence/select_nth_largest_poker/example19,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,47.214112281799316,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example19,2026-05-28 18:17:52
