sample_index,sample_id,category,task,example,gt_skill_pattern,official_status,official_eligible,repeat_1_status,repeat_1_success,repeat_2_status,repeat_2_success,case_dir,updated_at
91,CommenSence/add_condiment_common_sense/example90,CommenSence,add_condiment_common_sense,example90,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example90,2026-05-23 19:25:24
92,CommenSence/add_condiment_common_sense/example91,CommenSence,add_condiment_common_sense,example91,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example91,2026-05-23 19:29:19
93,CommenSence/add_condiment_common_sense/example92,CommenSence,add_condiment_common_sense,example92,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example92,2026-05-23 19:31:47
94,CommenSence/add_condiment_common_sense/example93,CommenSence,add_condiment_common_sense,example93,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example93,2026-05-18 13:21:34
95,CommenSence/add_condiment_common_sense/example94,CommenSence,add_condiment_common_sense,example94,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example94,2026-05-23 19:34:37
96,CommenSence/add_condiment_common_sense/example95,CommenSence,add_condiment_common_sense,example95,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example95,2026-05-23 19:37:20
97,CommenSence/add_condiment_common_sense/example96,CommenSence,add_condiment_common_sense,example96,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example96,2026-05-18 13:21:34
98,CommenSence/add_condiment_common_sense/example97,CommenSence,add_condiment_common_sense,example97,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example97,2026-05-18 13:21:34
99,CommenSence/add_condiment_common_sense/example98,CommenSence,add_condiment_common_sense,example98,pick>pour,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example98,2026-05-18 13:21:34
100,CommenSence/add_condiment_common_sense/example99,CommenSence,add_condiment_common_sense,example99,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example99,2026-05-18 13:21:34
101,CommenSence/insert_flower_common_sense/example0,CommenSence,insert_flower_common_sense,example0,pick>insert,B3_native_exception,False,exception,,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example0,2026-05-18 13:21:34
102,CommenSence/insert_flower_common_sense/example1,CommenSence,insert_flower_common_sense,example1,pick>insert,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example1,2026-05-18 13:21:34
103,CommenSence/insert_flower_common_sense/example2,CommenSence,insert_flower_common_sense,example2,pick>insert,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example2,2026-05-18 13:21:34
104,CommenSence/insert_flower_common_sense/example3,CommenSence,insert_flower_common_sense,example3,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example3,2026-05-18 13:21:34
105,CommenSence/insert_flower_common_sense/example4,CommenSence,insert_flower_common_sense,example4,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example4,2026-05-18 13:21:34
106,CommenSence/insert_flower_common_sense/example5,CommenSence,insert_flower_common_sense,example5,pick>insert,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example5,2026-05-18 13:21:34
107,CommenSence/insert_flower_common_sense/example6,CommenSence,insert_flower_common_sense,example6,pick>insert,B3_native_exception,False,exception,,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example6,2026-05-18 13:21:34
108,CommenSence/insert_flower_common_sense/example7,CommenSence,insert_flower_common_sense,example7,pick>insert,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example7,2026-05-23 19:39:18
109,CommenSence/insert_flower_common_sense/example8,CommenSence,insert_flower_common_sense,example8,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example8,2026-05-18 13:21:34
110,CommenSence/insert_flower_common_sense/example9,CommenSence,insert_flower_common_sense,example9,pick>insert,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example9,2026-05-23 19:41:12
111,CommenSence/insert_flower_common_sense/example10,CommenSence,insert_flower_common_sense,example10,pick>insert,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example10,2026-05-18 13:21:34
112,CommenSence/insert_flower_common_sense/example11,CommenSence,insert_flower_common_sense,example11,pick>insert,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example11,2026-05-18 13:21:34
113,CommenSence/insert_flower_common_sense/example12,CommenSence,insert_flower_common_sense,example12,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example12,2026-05-18 13:21:34
114,CommenSence/insert_flower_common_sense/example13,CommenSence,insert_flower_common_sense,example13,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example13,2026-05-23 19:43:27
115,CommenSence/insert_flower_common_sense/example14,CommenSence,insert_flower_common_sense,example14,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example14,2026-05-18 13:21:34
116,CommenSence/insert_flower_common_sense/example15,CommenSence,insert_flower_common_sense,example15,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example15,2026-05-18 13:21:34
117,CommenSence/insert_flower_common_sense/example16,CommenSence,insert_flower_common_sense,example16,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example16,2026-05-23 19:45:30
118,CommenSence/insert_flower_common_sense/example17,CommenSence,insert_flower_common_sense,example17,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example17,2026-05-23 19:47:47
119,CommenSence/insert_flower_common_sense/example18,CommenSence,insert_flower_common_sense,example18,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example18,2026-05-23 19:49:45
120,CommenSence/insert_flower_common_sense/example19,CommenSence,insert_flower_common_sense,example19,pick>insert,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example19,2026-05-18 13:21:34
121,CommenSence/insert_flower_common_sense/example20,CommenSence,insert_flower_common_sense,example20,pick>insert,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example20,2026-05-23 19:51:45
122,CommenSence/insert_flower_common_sense/example21,CommenSence,insert_flower_common_sense,example21,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example21,2026-05-23 19:53:45
123,CommenSence/insert_flower_common_sense/example22,CommenSence,insert_flower_common_sense,example22,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\insert_flower_common_sense\example22,2026-05-23 19:56:32
